"REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PHONE","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","YEAR","ID_","CLASS_","UNION_","ETH1"
51620.25,20335.25,"1",40,0,"57","36","1",0,0,"1",0,"36","36",0,"57",3,2,40,16,18,18,14,1,"1","4","3","1","1",4,1,"0","3",4,0,2,0,2,0,2,"3","1",7,"1","1",NA,1,"1",1,0,0,1,"2",3,1,38.8,47,38.8,48,24.2,2002,"2623","2","2","11"
NA,NA,"1",40,0,"53","96","1",0,0,"1",0,"96","96",0,"14",1,2,26,14,14,14,14,1,"1","3","3","3","1",3,1,"0","0",2,0,0,0,2,0,2,"2","2",3,"2","2",NA,1,"2",1,1,0,0,"2",3,1,81.6,30,24.1,25,23.3,2002,"2641","2","4","21"
28156.5,20335.25,"1",40,0,"42","25","1",0,0,"8",0,"25","25",0,"48",2,0,42,17,14,12,16,1,"1","3","1","1","1",3,1,"0","4",2,0,0,0,2,0,2,"1","10",5,"1","3",NA,0,"1",0,NA,1,1,"1",3,1,62,52,67.8,48,26.1,2002,"2647","3","4","9"
23463.75,312.85,"1",40,0,"10","23","1",0,0,"4",0,"23","23",0,"10",2,3,43,13,15,13,16,1,"1","1","5","2","1",4,1,"0","0",2,0,0,0,2,0,2,"5","1",8,"2","2",NA,1,"2",1,1,0,0,"3",3,1,81,63,81,61,80.9,2002,"2685","2","1","11"
17206.75,NA,"4",NA,0,"15","54","1",0,0,"1",0,"54","54",0,"21",10,3,51,18,12,NA,16,1,"3","5","0","3","1",NA,0,"8","4",5,0,0,0,5,0,4,"9","2",8,"2","2",NA,1,"4",1,1,0,1,"2",3,1,91.1,47,62.7,43,43.1,2002,"2686","2","4","20"
28156.5,8603.375,"2",25,1,"47","38","1",0,0,"1",0,"38","38",0,"51",2,3,34,16,18,16,14,0,"1","4","8","1","1",4,1,"0","0",5,2,1,0,2,0,2,"8","1",5,"1","1",NA,1,"2",1,1,1,0,"1",3,1,38.3,31,39.7,40,45.1,2002,"2710","2","4","11"
28156.5,28156.5,"1",75,1,"68","47","1",0,0,"7",0,"47","47",1,"85",11,2,52,12,12,7,12,1,"1","2","6","1","1",2,1,"0","0",2,0,0,0,2,0,1,"6","1",7,"1","3",NA,0,"1",0,NA,1,0,"1",3,1,14.4,52,36.4,31,39.7,2002,"2716","3","4","11"
34413.5,20335.25,"1",36,0,"96","35","1",1,0,"7",0,"35","35",0,"91",5,4,36,12,12,12,16,1,"2","6","7","2","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",6,"4","3",NA,1,"1",1,1,0,0,"2",3,0,32,35,20.9,69,46.6,2002,"2757","2","4","1"
51620.25,42234.75,"1",43,0,"70","57","1",0,0,"2",0,"57","57",0,"58",3,2,46,13,10,14,12,1,"1","1","5","1","1",3,1,"0","1",2,0,0,0,2,0,2,"5","1",5,"1","1",NA,0,"1",1,1,0,0,"1",3,NA,35.8,38,52.1,47,38.8,2002,"2765","3","4","11"
49813.5,33209,"2",12,0,"22","22","1",0,0,"1",0,"22","22",0,"62",4,2,40,18,8,6,17,1,"2","6","2","1","1",1,1,"0","0",1,0,0,0,1,NA,2,"2","4",0,"2","2","4",1,"2",1,1,0,1,"2",3,NA,25.2,74,84.5,74,84.5,2004,"14","3","2","22"
128434.605938,NA,"1",40,0,"38","38","1",0,0,"1",0,"38","38",0,"86",2,2,36,14,12,12,14,1,"3","6","2","2","1",2,1,"8","4",3,0,0,0,3,0,2,"2","2",3,"2","2","2",1,"1",1,1,0,0,"1",3,NA,50,60,65.3,60,65.3,2004,"42","2","3","22"
NA,NA,"1",40,0,"72","20","1",0,0,"3",0,"20","20",0,"62",15,3,43,12,3,12,14,1,"3","1","0","3","1",1,1,"0","0",4,0,0,0,4,0,2,"2","2",7,"2","2","2",1,"3",1,1,0,1,"2",2,NA,24.6,45,39.2,44,43.8,2004,"82","2","4","22"
40756.5,6792.75,"2",16,0,"42","57","1",0,0,"7",0,"57","57",1,"83",4,5,68,11,NA,NA,12,1,"1","5","2","2","4",2,1,"8","4",2,0,0,0,2,0,2,"2","2",7,"2","2","2",0,"3",1,1,0,0,"2",3,0,26.6,24,20.7,47,38.8,2004,"124","2","4","15"
33209,14340.25,"1",36,0,"34","10","1",0,0,"5",0,"10","10",0,"52",4,2,59,12,12,8,17,0,"1","5","2","2","1",4,1,"0","2",4,0,0,0,4,1,2,"2","2",7,"2","2","2",1,"3",1,1,0,0,"1",3,0,41.1,55,37.2,72,77.4,2004,"132","2","1","14"
40756.5,27171,"1",40,0,"91","49","1",0,0,"1",0,"49","49",0,"56",2,1,37,14,14,12,12,1,"1","5","9","1","1",2,0,"8","4",3,0,1,0,2,0,2,"9","1",5,"1","1","1",1,"2",1,1,1,0,"2",2,1,23.7,45,62.1,49,56.9,2004,"164","3","4","38"
27171,27171,"1",40,0,"56","57","1",0,0,"1",0,"57","57",0,"56",3,0,35,14,12,12,14,1,"1","5","9","2","1",2,1,"0","1",2,0,0,0,2,0,2,"9","1",8,"1","1","1",1,"2",1,0,0,1,"2",3,1,49.4,40,49.4,47,38.8,2004,"180","2","4","17"
49813.5,NA,"5",NA,0,"10","40","1",0,1,"5",0,"40","40",0,"60",4,4,70,14,3,0,6,1,"1","5","0","3","1",NA,0,"8","4",2,0,0,0,2,0,1,"9","2",3,"2","2","2",1,"3",NA,NA,NA,0,"1",3,1,14,48,64.5,38,27,2004,"187","3","4","17"
49813.5,NA,"7",NA,0,"57","70","1",1,0,"1",0,"70","70",1,"14",5,1,56,15,14,16,16,0,"1","1","9","2","1",NA,1,"0","2",2,0,0,0,2,0,1,"9","2",0,"2","2","1",1,"2",1,1,1,1,"1",3,0,68,47,38.8,38,52.1,2004,"195","3","4","17"
22642.5,11321.25,"1",60,1,"20","20","1",0,0,"1",1,"20","20",1,"14",2,0,27,12,12,16,13,0,"1","2","8","3","1",2,1,"1","4",4,0,0,0,4,NA,2,"9","2",0,"2","2","4",0,"1",0,NA,0,0,"2",6,1,68,46,39.9,46,39.9,2004,"201","2","4","14"
27171,27171,"1",72,1,"31","89","1",0,0,"8",0,"89","89",1,"31",3,3,56,14,9,9,9,1,"3","6","0","3","1",3,0,"8","4",3,0,0,0,3,0,1,"9","2",2,"2","2","2",0,"2",0,NA,1,0,"1",4,NA,41,39,41,35,26.8,2004,"215","2","1","17"
60380,60380,"1",50,0,"32","80","1",0,0,"1",1,"80","80",1,"43",4,0,61,17,12,12,17,0,"3","4","0","3","1",3,0,"8","4",1,0,0,0,1,NA,1,"9","2",8,"2","2","2",1,"2",1,1,1,0,"2",3,NA,67.7,64,84.2,60,76.3,2004,"226","3","4","5"
27171,NA,"7",NA,0,"40","91","1",0,0,"2",0,"91","91",1,"22",1,2,45,16,14,14,13,0,"1","1","3","2","1",NA,1,"0","0",2,0,0,0,2,0,2,"3","1",7,"1","1","1",1,"2",1,1,0,1,"2",3,1,59.1,21,13.6,35,32,2004,"272","3","4","8"
128434.605938,3924.7,"2",12,0,"41","22","1",0,0,"1",0,"22","22",0,"77",4,2,57,13,10,12,18,0,"1","6","3","2","1",2,1,"0","2",3,0,0,0,3,0,4,"3","2",6,"2","2","2",1,"2",1,1,1,0,"2",3,9,46.5,16,13.3,53,59.1,2004,"288","3","4","15"
49813.5,11321.25,"5",NA,0,"57","14","1",0,0,"2",0,"14","14",0,"56",1,3,66,12,7,12,11,0,"1","6","3","1","1",2,1,"0","0",2,0,0,0,2,0,2,"3","1",3,"1","2","1",1,"2",1,1,1,0,"2",3,1,23.8,47,38.8,50,68,2004,"293","3","3","21"
33209,NA,"2",30,1,"22","77","1",0,0,"1",0,"77","77",0,"15",1,2,34,12,12,12,12,0,"1","5","3","1","1",NA,1,"0","0",4,2,0,0,2,0,2,"3","1",2,"1","2","1",1,"2",1,0,0,1,"2",3,1,49.6,53,59.1,50,46.5,2004,"318","2","4","15"
40756.5,3924.7,"3",NA,1,"80","63","1",1,0,"5",0,"63","63",0,"80",2,1,47,13,11,10,13,0,"1","3","9","2","1",3,1,"0","1",4,0,0,2,2,0,3,"9","4",0,"4","3","6",0,"4",0,NA,0,1,"1",3,1,38.3,60,76.3,49,45.4,2004,"341","2","2","11"
128434.605938,60380,"1",40,0,"20",NA,"1",0,0,"1",0,NA,NA,0,"42",4,2,38,16,12,12,16,0,"1","1","9","2","1",3,1,"8","4",4,2,0,0,2,0,2,"9","2",6,"2","2","11",1,"2",1,0,1,0,"2",6,1,20.7,50,68.6,NA,NA,2004,"367","3","4","32"
40756.5,27171,"1",40,0,"72","53","1",1,0,"1",0,"53","53",0,"47",3,1,46,2,12,12,12,1,"1","4","9","1","1",2,1,"0","2",2,0,0,0,2,0,2,"9","11",7,"1","1","11",NA,"2",1,0,0,0,"1",3,1,39.7,45,31.2,42,59.9,2004,"380","2","4","15"
49813.5,33209,"1",50,1,"47","91","1",0,0,"1",1,"91","91",0,"72",1,2,32,14,16,12,12,0,"1","3","9","1","1",3,1,"0","0",4,2,0,0,2,0,2,"9","4",2,"2","2","4",0,"2",0,NA,1,0,"1",3,1,31.2,38,43,35,32,2004,"404","3","4","26"
27171,19623.5,"1",35,0,"51","65","1",0,0,"2",1,"65","65",1,"68",1,3,68,12,12,12,12,0,"1","3","2","3","1",3,1,"0","4",2,0,0,0,2,0,2,"2","2",7,"2","2","2",1,"2",1,1,0,0,"2",3,1,42.2,45,38.3,36,20.5,2004,"429","3","4","2"
128434.605938,NA,"7",NA,0,"24","35","1",0,0,"1",0,"35","35",0,"82",4,2,44,18,12,12,18,0,"1","6","2","1","2",NA,1,"0","0",4,0,0,2,2,NA,1,"2","2",1,"2","2","2",1,"1",1,1,1,1,"2",3,2,31.1,55,77.2,64,71.8,2004,"444","3","4","14"
40756.5,27171,"1",40,0,"47","52","1",1,1,"1",0,"52","52",0,"77",3,2,67,17,NA,12,12,1,"1","3","0","3","1",3,0,"8","4",4,0,0,0,4,0,4,"5","4",0,"1","3","4",1,"1",1,1,0,0,"2",3,0,46.5,31,39.7,36,35.3,2004,"473","2","4","8"
19623.5,NA,"2",30,0,"41","47","1",0,0,"2",0,"47","47",0,"98",2,0,27,12,12,14,12,1,"1","4","5","3","1",NA,1,"0","0",2,0,0,0,2,0,2,"3","4",7,"4","3","4",1,"1",1,1,0,1,"2",3,9,50.4,20,10.6,28,21.6,2004,"538","2","4","15"
40756.5,NA,"7",NA,0,"45","45","1",0,0,"1",1,"45","45",0,"10",3,3,46,12,12,8,12,0,"1","1","7","1","1",NA,1,"0","0",5,0,1,2,2,0,2,"7","1",7,"4","3","1",1,"1",0,NA,1,0,"1",3,1,80.7,36,24.6,36,24.6,2004,"543","2","4","17"
40756.5,33209,"1",60,1,"62","57","1",0,0,"7",0,"57","57",1,"62",1,1,28,10,10,11,15,1,"1","5","7","1","1",2,1,"0","0",3,1,0,0,2,0,2,"7","1",1,"1","1","1",1,"3",0,NA,1,0,"1",3,1,28.7,44,28.7,47,38.8,2004,"558","2","4","14"
128434.605938,134008.440726,"1",86,1,"22","57","1",0,0,"1",1,"57","57",1,"47",2,2,63,10,NA,NA,14,1,"1","2","7","3","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",3,"1","1","1",1,"3",1,0,1,0,"1",3,1,43,53,59.1,47,38.8,2004,"576","3","4",NA
40756.5,22642.5,"1",40,0,"47","77","1",1,0,"4",0,"77","77",1,"47",4,1,40,12,16,13,12,0,"1","3","7","2","1",3,1,"0","0",4,0,1,0,3,0,3,"7","1",2,"1","1","1",1,"2",1,1,1,0,"2",3,1,39.7,48,57.5,50,46.5,2004,"592","2","4","24"
22642.5,22642.5,"1",40,0,"53","43","1",0,0,"1",1,"43","43",NA,NA,5,3,28,13,NA,16,15,0,"2","3","5","3","7",2,1,"0","2",4,0,2,0,2,0,1,"5","2",5,"1","2","2",1,"2",1,1,0,1,"2",6,1,NA,49,42.7,39,67.7,2004,"602","2","4","1"
60380,60380,"1",60,0,"12","57","1",0,0,"7",0,"57","57",0,"50",1,2,40,16,12,12,16,1,"1","5","5","3","1",1,1,"0","0",2,0,0,0,2,0,1,"5","1",7,"1","1","1",1,"2",1,0,1,1,"2",3,1,52,53,69.3,47,38.8,2004,"607","3","4","11"
NA,27171,"1",45,1,"51","42","1",1,0,"1",1,"42","42",1,"47",2,3,41,16,12,12,12,0,"1","3","5","1","1",4,1,"0","0",5,1,0,2,2,0,4,"5","1",7,"1","1","1",1,"3",0,NA,1,0,"1",3,NA,57.5,45,38.3,37,33.2,2004,"728","3","4","8"
128434.605938,40756.5,"3",NA,0,"18","30","1",0,0,"3",0,"30","30",0,"98",1,2,42,18,12,12,20,1,"1","5","0","3","1",3,0,"8","4",2,0,0,0,2,0,2,"4","4",1,"1","3","4",1,"2",1,1,0,0,"2",3,0,63.1,71,88.7,80,92.8,2004,"774","3","4","8"
40756.5,16604.5,"4",NA,0,"57","70","1",0,0,"1",0,"70","70",0,"89",1,2,34,12,NA,12,12,0,"1","3","5","2","1",2,1,"0","0",4,2,0,0,2,0,2,"5","1",1,"1","1","1",0,"2",1,1,1,0,"2",3,NA,26.8,47,38.8,43,52.4,2004,"809","3","4",NA
27171,16604.5,"2",40,0,"20","42","1",0,0,"6",0,"42","42",NA,NA,0,0,26,16,NA,16,18,0,"1","3","1","3","5",2,1,"0","0",2,0,0,0,2,0,2,"5","1",2,"2","2","1",1,"1",1,1,0,1,"2",3,1,NA,54,62.9,24,20.7,2004,"817","2","4","14"
33209,14340.25,"1",45,0,"73","34","1",0,0,"1",0,"34","34",0,"15",1,0,29,12,12,12,12,1,"1","2","5","1","1",3,1,"0","0",2,0,0,0,2,0,2,"5","1",6,"1","3","4",0,"2",1,1,0,0,"3",3,1,62.7,44,36.4,55,37.2,2004,"822","2","4","14"
128434.605938,60380,"3",NA,0,"10","21","1",0,0,"4",0,"21","21",0,"80",3,2,56,20,8,12,14,1,"1","3","2","3","1",5,1,"0","4",2,0,0,0,2,0,1,"4","2",2,"2","2","1",1,"3",1,1,0,0,"1",3,1,38.3,65,80.7,44,56.8,2004,"840","3","4","6"
60380,33209,"1",32,0,"23","23","1",0,0,"1",0,"23","23",0,"89",12,1,44,16,7,2,18,0,"3","5","0","3","1",2,0,"8","4",3,1,0,0,2,0,2,"9","2",7,"2","2","2",1,"2",1,1,0,0,"2",3,1,26.8,61,80.9,61,80.9,2004,"907","2","3","20"
128434.605938,134008.440726,"1",75,1,"21","45","1",0,0,"2",1,"45","45",0,"98",2,2,47,19,18,16,12,1,"1","5","9","1","1",3,1,"0","0",4,0,1,1,2,0,2,"9","4",1,"1",NA,"2",1,"1",0,NA,1,0,"1",4,1,70.1,69,91.1,36,24.6,2004,"917","3","4","8"
60380,49813.5,"5",NA,0,"23","49","1",1,0,"5",0,"49","49",1,"43",4,0,63,20,7,9,14,1,"1","3","9","2","1",3,1,"0","1",2,0,0,0,2,0,1,"9","11",7,"11","2","11",1,"1",NA,NA,NA,0,"2",3,1,67.7,64,82.5,41,38.9,2004,"918","3","1","29"
60380,22642.5,"1",40,0,"43","20","1",1,0,"1",0,"20","20",0,"77",1,0,56,15,12,12,14,1,"1","6","2","1","1",3,1,"0","4",2,0,0,0,2,0,2,"2","2",2,"2","2","2",1,"2",1,1,1,0,"2",3,1,46.5,39,67.7,50,68.6,2004,"953","2","1","14"
49813.5,16604.5,"1",40,0,"56","47","1",0,0,"1",0,"47","47",0,"12",3,2,40,16,18,17,16,1,"1","5","9","3","1",3,1,"0","0",4,0,1,1,2,0,2,"2","11",8,"1","3","11",0,"1",1,1,0,0,"2",3,1,85,40,49.4,31,39.7,2004,"960","3","4","18"
9811.75,NA,"8",NA,0,"46","47","1",0,0,"1",0,"47","47",0,"73",3,1,55,11,6,6,14,0,"1","1","2","1","1",NA,1,"0","0",2,0,0,0,2,0,1,"2","4",7,"1","3","1",0,"1",1,1,1,0,"2",3,NA,36.4,18,27.6,38,43,2004,"964","1","4","30"
27171,5434.2,"4",NA,1,"88","47","1",0,0,"1",0,"47","47",0,"20",1,1,34,12,17,9,12,1,"1","1","2","1","1",2,1,"0","0",3,0,0,1,2,0,2,"2","1",2,"1","2","1",0,"3",0,NA,1,0,"1",3,1,62.6,24,17.1,38,43,2004,"969","3","4","11"
40756.5,19623.5,"1",40,0,"20","39","1",0,0,"1",0,"39","39",0,"62",3,2,37,16,13,12,12,0,"1","6","8","1","1",3,1,"0","0",4,1,1,0,2,0,2,"8","2",7,"2","2","11",1,"2",1,1,0,0,"1",3,1,28.7,54,62.9,38,32.7,2004,"971","2","4","17"
60380,49813.5,"1",60,0,"48","64","1",0,0,"1",0,"64","64",NA,NA,0,0,51,14,NA,12,16,0,"1","6","3","3","5",2,1,"0","2",4,0,0,1,3,0,3,"8","4",2,"4","3","1",1,"1",1,1,0,0,"1",3,1,NA,45,62,53,62.4,2004,"979","3","4","6"
128434.605938,22642.5,"2",8,1,"30","63","1",0,1,"1",0,"63","63",0,"64",3,4,74,20,15,11,20,1,"1","6","3","1","1",2,1,"8","4",3,0,0,0,3,0,4,"3","2",6,"2","2","2",1,"1",0,NA,0,0,"1",3,1,36.2,72,92.1,47,65.3,2004,"989","3","2","15"
27171,27171,"1",89,0,"30",NA,"1",0,0,"6",NA,NA,NA,0,"10",1,0,29,20,20,16,18,1,"3","6","0","3","1",4,0,"8","4",2,0,0,0,2,0,1,"3","7",3,"7",NA,"7",1,"2",1,1,0,0,"2",3,1,77.4,80,92.8,NA,NA,2004,"1003","3","4","31"
40756.5,NA,"1",56,0,"91","51","1",0,0,"1",0,"51","51",1,"54",4,0,49,16,NA,14,12,1,"1","3","1","1","1",NA,1,"0","2",2,0,0,0,2,0,2,"1","4",1,"2","2","2",1,"2",1,1,0,1,"2",3,1,25.7,35,32,45,38.3,2004,"1004","2","1","4"
27171,27171,"1",50,0,"20","57","1",0,0,"7",0,"57","57",0,"15",3,2,34,18,17,16,16,1,"1","3","2","1","1",3,1,"0","0",4,2,0,0,2,0,1,"2","1",8,"1","1","1",1,"1",1,1,1,0,"1",3,1,86.1,66,62.6,47,38.8,2004,"1053","3","4","14"
33209,16604.5,"1",40,0,"48","35","1",1,0,"1",0,"35","35",0,"62",0,0,39,15,11,11,16,0,"1","4","2","1","1",3,1,"0","4",2,0,0,0,2,0,2,"2","2",7,"2","2","2",0,"2",1,1,0,0,"1",4,1,25.2,47,57.8,53,64.2,2004,"1064","2","2","15"
40756.5,NA,"7",NA,0,"16","47","1",0,0,"1",0,"47","47",0,"23",1,2,35,16,16,17,16,0,"1","2","2","2","1",NA,1,"0","0",4,2,0,0,2,0,1,"2","1",1,"1","3","1",0,"2",1,1,0,1,"2",3,1,82.5,44,52.5,31,39.7,2004,"1075","3","4","8"
33209,2113.3,"2",25,0,"57","73","1",0,0,"1",1,"73","73",0,"42",14,2,41,12,NA,NA,10,0,"1","3","2","1","1",1,1,"8","4",3,0,0,1,2,0,2,"2","1",8,"2","2","1",1,"2",1,1,0,0,"2",3,1,20.7,47,38.8,35,33.9,2004,"1078","2","4","15"
49813.5,33209,"1",40,0,"49","31","1",0,0,"1",0,"31","31",0,"14",3,3,39,16,16,12,16,1,"1","1","2","1","1",3,1,"0","0",5,2,1,0,2,0,2,"2","2",7,"2","2","2",1,"2",1,1,0,0,"2",4,1,83.8,31,55.3,61,89.4,2004,"1102","3","2","14"
40756.5,27171,"1",32,0,"80","36","1",0,1,"1",0,"36","36",NA,NA,3,2,47,12,NA,8,12,0,"1","4","2","1","5",1,1,"0","3",5,0,0,2,3,0,3,"2","1",7,"2","2","1",1,"2",1,1,0,0,"2",3,1,NA,35,25.1,48,24.2,2004,"1106","2","1","14"
NA,NA,"1",60,1,"46","42","1",1,0,"1",1,"42","42",1,"20",2,1,31,15,12,12,14,0,"1","2","3","2","1",3,1,"0","0",1,0,0,0,1,NA,2,"3","2",7,"1","3","2",1,"1",0,NA,1,0,"2",3,NA,39.9,35,42.9,36,37.6,2004,"1212","2","4","36"
33209,19623.5,"1",40,0,"55","58","1",0,0,"7",0,"58","58",0,"89",3,2,41,19,10,14,13,1,"1","3","3","1","1",3,1,"0","0",4,0,2,0,2,0,3,"3","2",5,"2","2","2",1,"2",1,1,0,0,"1",4,NA,26.8,32,38.2,38,39.2,2004,"1213","3","4","19"
27171,9811.75,"1",38,0,"57","57","1",0,1,"1",0,"57","57",1,"91",4,4,40,10,10,10,14,0,"3","6","0","3","1",3,0,"8","4",2,0,0,0,2,0,2,"3","2",3,"2","2","2",1,"1",1,1,1,0,"1",3,1,28.5,47,38.8,47,38.8,2004,"1223","2","4","20"
16604.5,NA,"2",20,0,"23","36","1",0,0,"1",0,"36","36",0,"56",2,3,36,12,12,12,15,0,"1","3","3","2","1",NA,1,"0","0",2,0,0,0,2,0,2,"3","1",7,"1","1","1",1,"2",1,1,0,0,"2",3,1,23.7,38,59.1,48,24.2,2004,"1242","2","4","11"
60380,60380,"1",50,0,"21","12","1",1,0,"7",0,"12","12",0,"14",3,2,51,20,16,13,19,1,"1","3","3","1","1",4,1,"0","0",2,0,0,0,2,0,1,"3","1",7,"1","2","1",1,"2",0,NA,1,0,"1",4,1,68,69,91.1,53,69.3,2004,"1248","3","4","11"
128434.605938,NA,"7",NA,0,"22","30","1",0,0,"1",0,"30","30",0,"14",3,3,44,16,16,14,16,0,"1","3","7","3","1",NA,1,"0","0",5,0,1,2,2,0,1,"3","2",7,"2","2","2",1,"2",0,NA,1,1,"1",3,1,86.5,53,59.1,62,89.1,2004,"1251","3","4","10"
128434.605938,134008.440726,"1",50,0,"30","73","1",0,0,"7",0,"73","73",0,"39",3,2,37,20,12,14,16,1,"1","5","3","3","1",2,1,"0","4",4,2,0,0,2,0,1,"3","1",2,"1","3","1",1,"1",1,1,1,0,"2",3,1,34.7,62,89.1,38,42.8,2004,"1255","3","4","24"
NA,NA,"7",NA,0,"77","45","1",0,0,"2",1,"45","45",0,"81",1,2,74,12,12,6,12,0,"1","6","3","2","3",NA,1,"0","0",2,0,0,0,2,0,1,"3","1",8,"1","3","1",1,"3",0,NA,0,0,"1",3,1,26.1,35,25,36,21.5,2004,"1267","2","4","8"
16604.5,3320.9,"7",NA,0,"34","54","1",0,0,"1",0,"54","54",0,"38",0,0,30,14,14,14,16,1,"1","6","3","2","1",4,1,"0","0",2,0,0,0,2,0,1,"3","1",7,"1","1","1",1,"2",1,1,0,0,"2",3,1,65.3,62,53,38,25.7,2004,"1291","3","4","11"
128434.605938,134008.440726,"1",50,1,"21","21","1",1,0,"1",1,"21","21",1,"21",3,3,43,19,19,20,10,0,"1","1","7","3","1",3,1,"0","0",4,1,1,0,2,0,2,"3","1",3,"1","3","1",1,"2",0,NA,0,0,"1",6,1,91.1,69,91.1,52,60.3,2004,"1297","3","4","8"
14340.25,8302.25,"2",45,0,"23",NA,"1",0,0,"1",0,NA,NA,0,"46",3,2,44,16,16,12,18,0,"1","3","2","3","1",3,1,"0","0",4,0,2,0,2,0,2,"3","1",7,"1","3","1",0,"2",1,1,1,0,"2",3,1,42.9,53,41.1,NA,NA,2004,"1317","3","4","7"
128434.605938,NA,"2",16,1,"36","30","1",1,0,"1",0,"30","30",0,"22",5,3,48,16,20,16,20,0,"1","3","4","3","1",NA,1,"0","0",5,0,0,2,3,0,3,"3","1",7,"1","2","1",0,"3",0,NA,0,0,"1",3,1,84.5,48,24.2,80,92.8,2004,"1334","3","4","11"
40756.5,NA,"4",NA,0,"47","62","1",1,0,"1",0,"62","62",0,"81",2,4,34,12,12,12,12,0,"1","3","6","2","1",NA,1,"0","0",6,1,2,1,2,0,2,"6","1",7,"2","2","4",1,"2",0,NA,0,0,"2",3,1,28.4,28,21.6,28,25.2,2004,"1366","3","4","30"
49813.5,40756.5,"1",40,0,"11","24","1",0,0,"1",0,"24","24",0,"62",7,4,47,16,12,8,18,1,"1","3","6","2","1",2,1,"0","0",6,0,1,2,3,0,2,"6","2",4,"2","2","2",NA,"2",1,1,1,0,"1",3,NA,28.7,61,74.8,55,77.2,2004,"1367","3","4","11"
40756.5,27171,"1",50,0,"59","52","1",1,0,"1",0,"52","52",0,"77",0,1,50,16,12,12,12,0,"1","4","3","1","1",3,1,"0","0",2,0,0,0,2,0,2,"3","1",7,"1","3","1",0,"1",1,0,1,0,"2",3,1,46.5,17,45.3,45,50,2004,"1440","3","2","8"
128434.605938,8302.25,"5",NA,0,"21","21","1",0,0,"1",0,"21","21",0,"13",1,0,57,19,16,12,14,1,"1","3","5","1","1",4,1,"0","0",2,0,0,0,2,0,2,"5","4",0,"2","2","4",1,"1",0,NA,0,0,"1",3,1,89.3,75,91.1,44,56.8,2004,"1497","3","4","24"
128434.605938,33209,"5",NA,0,"93","80","1",0,0,"7",0,"80","80",0,"95",6,3,56,20,8,12,16,1,"1","3","3","3","1",4,1,"0","2",2,0,0,0,2,0,1,"5","2",6,"2","2","2",0,"1",NA,NA,NA,0,"2",3,0,38.8,51,52.3,60,76.3,2004,"1503","4","4","11"
128434.605938,134008.440726,"1",60,1,"91","52","1",1,0,"6",0,"52","52",0,"43",2,3,52,12,12,12,15,1,"1","4","1","3","1",3,1,"0","4",3,0,1,0,2,0,1,"5","2",5,"2","2","2",0,"3",0,NA,0,0,"2",3,1,67.7,35,32,31,37.6,2004,"1515","3","4","14"
60380,49813.5,"1",40,0,"23","22","1",0,0,"2",0,"22","22",0,"34",0,1,47,20,13,12,18,1,"1","3","5","1","1",2,1,"0","1",3,0,1,0,2,0,2,"5","4",0,"1","3","3",1,"1",1,1,1,0,"1",3,1,50.3,59,75.5,74,84.5,2004,"1522","3","4","8"
27171,16604.5,"1",40,0,"42","56","1",0,0,"2",0,"56","56",0,"20",4,1,45,12,12,12,14,1,"1","6","2","3","1",3,1,"0","4",3,0,1,0,2,0,2,"5","2",7,"2","2","2",1,"2",1,1,0,0,"2",6,1,68.6,36,37.6,25,23.8,2004,"1527","2","4","15"
128434.605938,6792.75,"3",NA,1,"48","16","1",1,0,"3",0,"16","16",0,"70",1,0,35,13,13,12,12,0,"1","4","5","2","1",4,1,"0","0",2,0,0,0,2,0,2,"5","1",3,"1","2","1",1,"1",0,NA,0,1,"1",3,1,52.4,38,45,44,52.5,2004,"1532","3","4","11"
1207.6,NA,"7",NA,0,"30","19","1",0,0,"1",0,"19","19",1,"80",2,0,33,20,20,20,20,0,"3","6","0","3","1",NA,0,"8","4",2,0,0,0,2,0,1,"5","2",6,"6",NA,"4",0,"2",1,0,0,0,"2",2,1,76.3,55,61.4,43,55.1,2004,"1616","1","4","5"
19623.5,NA,"1",45,0,"32","12","1",0,0,"1",0,"12","12",0,"11",1,0,27,19,16,18,18,0,"1","6","7","3","1",NA,1,"8","2",2,0,0,0,2,0,1,"5","1",2,"1","2","4",1,"1",1,0,1,1,"2",3,1,83.8,68,89.9,56,85,2004,"1629","2","4","41"
49813.5,27171,"1",45,0,"13","31","1",0,0,"1",0,"31","31",0,"17",0,0,36,18,20,19,18,1,"1","4","5","1","1",3,1,"0","0",2,0,0,0,2,0,2,"5","4",0,"1","3","4",1,"2",1,1,0,0,"1",3,NA,86.7,44,77.9,61,89.4,2004,"1638","4","4","8"
