"PARTYID","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","TAX","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","ID_","CLASS_"
"3",2,"1","2",NA,"2",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","1","3","2",NA,"2","1","2","3","3","1","2","2","1","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,0,1,3,4,2,4,2000,"856","2"
"3",4,"2","2","2","1",2,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,"2","3","2","2","3","2","3","3","1","3","2","2","1","2","3","3","3",4,5,3,2,1,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,4,1,1,5,2000,"888","3"
"6",6,"2","2","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","1","2","1","2","1","1","2","2","3","3","1","3","1","1","2","2",4,5,1,2,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,4,3,2000,"898","2"
"5",6,"2","2","2","2",5,"1",1,0,0,1,0,0,1,1,0,1,NA,0,1,1,NA,1,1,"2","1","2","3","2","2","1","2","1","3","3","1","3","2","1","1","1",2,5,1,3,4,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,5,2,5,2000,"924","3"
"4",5,"1","2","2","2",3,"2",1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,NA,"1","2","1","2","2","2","1","2","3","2","1","2","2","2","2","2",3,5,1,4,2,"1",1,0,1,0,NA,0,"1","1",1,0,0,1,1,3,3,2,3,2000,"928","2"
"3",4,"1","2","1","1",1,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","3","2","1","1","2","2","2","1","2","1","2","1","1","2","2",4,5,1,2,3,"2",0,0,NA,0,1,0,"2","4",1,0,0,0,1,3,3,2,2,2000,"933","2"
"6",6,"1","3","2","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","1","2","1","1","3","3","3","3","2","3","1","1","2","2",4,5,1,3,2,"1",0,0,0,0,0,0,"1","1",1,1,0,1,1,5,5,5,5,2000,"946","3"
"2",3,"3","2","2","2",3,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,NA,0,"2","3","2","1","2","2","3","2","2","2","2","2","3","2","2","2","3",5,4,1,3,2,"2",1,1,1,1,1,1,"2",NA,1,0,0,1,1,3,3,2,3,2000,"952","2"
NA,4,"2","1","1","1",3,"2",1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","1","3","2","3","2","2","3","1","1","2","2","1","3","1",2,3,5,1,4,"1",1,1,1,1,1,1,"1","4",0,0,0,1,1,3,3,3,1,2000,"988","3"
"3",4,"2","1","2","1",3,"1",0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","2","1",3,5,1,4,2,"2",1,1,1,1,1,0,"1","3",1,0,0,1,1,3,4,3,3,2000,"991","3"
"5",4,"2","2",NA,"2",4,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","2","2","1","2","1","2","2","2","1","1","1","2","1","2","1",3,5,2,4,1,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,3,2,2000,"1007","2"
"1",4,"2","2","2","2",3,"2",0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,"2","1","2","2","2","2","2","1","2","2","2","2","2","2","3","2","2",2,5,4,1,3,"1",1,0,1,0,1,0,"1","1",1,0,0,0,1,1,4,1,2,2000,"1024","2"
"4",3,"2","1","2","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","1","1","2","2","3","1","2","1","2","2","2","2","1",3,5,1,2,4,"3",1,0,1,1,1,1,"1","1",1,0,0,1,1,3,1,1,5,2000,"1042","2"
"1",4,"1","2","1","2",4,"2",1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,"2","2","1","2","1","2","1","2","2","2","3","1","3","2","2","2","1",3,5,4,2,1,"1",0,0,0,0,0,0,"1","1",1,0,0,0,1,3,3,5,5,2000,"1043","2"
"1",4,"1","1","2","2",2,"2",0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,"2","2","1","2","3","2","3","2","2","3","2","1","2","2","1","2","2",2,5,1,4,3,"1",1,0,1,1,1,0,"1","1",1,0,0,1,1,2,1,3,3,2000,"1044","2"
"5",4,"2","1","2","2",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","2","2","2","3","2","3","3","3","2","1","3","1","3","1",4,5,3,2,1,"1",1,NA,1,1,1,1,"1","4",1,0,0,1,1,2,1,3,3,2000,"1052","2"
"0",5,"2","2","2","1",1,"1",0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,"3","2","3","2",NA,"2","2","1","1","2","1","3","3","1","2","2","1",4,5,2,3,1,"1",1,0,1,0,1,0,"1","1",1,0,0,0,1,1,3,3,3,2000,"1063","2"
"1",7,"2","2","2","2",1,"1",0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,"2","2","2","2","2","2","2","1","1","1","2","1","2","1","1","1","1",1,5,2,3,4,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,1,1,2000,"1067","2"
"6",6,"3","3","3","3",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"1","1","1","2","1","1","3","3","3","3","3","2","1","2","1","2","2",5,4,1,3,2,"2",1,1,1,1,1,1,"3","3",1,0,0,NA,1,5,5,5,5,2000,"1075","3"
"2",2,"2","1","2","2",2,"2",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,NA,"1","2","1","2","2","2","1","3","2","3","2","2","1","1","2","3",5,4,2,3,1,"2",1,1,1,1,1,1,"2","4",1,0,0,0,1,2,3,1,1,2000,"1079","2"
"0",2,"2","1","1","3",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","1","1","2","2","1","2","2","2","1","1","2","1","2","1",5,4,2,1,3,"1",1,1,1,1,1,1,"1","4",0,0,0,1,1,4,4,2,3,2000,"1105","3"
"3",4,"2","2","1","1",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","1","1","1","2","2","3","2","2","3","1","3","2","2","2","1",2,5,4,3,1,"1",1,0,1,0,0,0,"1","4",0,0,0,0,0,3,5,1,5,2000,"1110","2"
"3",2,"1","1",NA,"1",6,"1",0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,"2","2","3","2","1","2","2","3","2","2","2","2","2","2","2","2","2",5,4,1,2,3,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,5,3,3,4,2000,"1111","3"
"5",3,"1","1","1","2",2,"1",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,"2","1","1","2","2","2","1","1","2","3","3","1","2","2","1","2","2",1,4,5,3,2,"1",1,0,1,0,1,0,"1","1",0,0,0,1,1,4,4,3,3,2000,"1118","2"
"1",4,"1","1","2","2",2,"2",1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,"2","2","2","2","2","1","2","1","2","3","2","2","2","2","2","2","1",1,5,4,2,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,2,3,5,2000,"1130","3"
"3",4,"2","2","2","2",5,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,"2","3","1","2",NA,"3","2","3","3","3","3","2","3","3","3","3","3",1,5,2,3,4,"1",1,0,NA,0,0,0,"1","1",0,0,0,NA,1,3,5,5,5,2000,"1138","2"
"5",2,"2","1","1","1",3,"1",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"2","2","2","2","2","3","2","2","3","3","2","1","3","2","1","2","1",4,5,2,3,1,"1",1,1,1,1,1,1,"1","4",1,0,0,NA,1,3,2,2,3,2000,"1144","2"
"3",4,"2","1","1","1",3,"1",1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","2","2","3","2","3","2","2","2","1",1,5,2,4,3,"1",1,1,1,0,1,0,"1","1",1,0,0,1,1,3,1,1,3,2000,"1150","2"
"5",5,"1","2","1","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","2","2","2","1","2","3","3","1","2","1","1","1","2",2,5,4,3,1,"1",1,0,0,0,0,0,"1","2",1,0,0,1,1,4,3,3,4,2000,"1173","3"
"1",4,NA,"1","2","1",3,"1",1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,"2","2","2","2","1","2","2","2","2","1","1","1","1","1","1","2","2",3,5,2,1,4,"2",1,0,1,0,1,1,"1","4",0,0,0,0,1,4,3,3,3,2000,"1210","2"
"4",4,"2","1",NA,"1",4,"1",1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,NA,"2","1","2","2","1","2","2","2","3","3","2","2","2",NA,"3","2",5,4,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,0,1,2,3,2,4,2000,"1219","2"
"7",7,"2","3",NA,"3",7,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,"2","2","1","3","3","2","2","3","3","3","3","2","3","2","2","3","2",1,5,2,4,3,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,5,5,5,5,2000,"1228","2"
"1",3,"2","2","1","1",4,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","2",NA,"1","2","2","2","2","2","1","2","1","2","2","1","3","1",4,5,1,2,3,"1",1,1,1,1,1,1,"2",NA,1,0,0,0,1,3,4,2,2,2000,"1237","3"
"2",2,"2","1","1","2",3,"2",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","2","2","1","1","2","1","3","1","3","1","2","3","2",4,5,2,3,1,"1",1,1,1,1,1,1,"1","3",1,0,0,1,1,2,3,1,3,2000,"1241","3"
"7",6,"1","1","2","1",2,"1",0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","3","2","3","2","3","3","2","3","3",4,5,3,2,1,"1",1,0,1,0,0,0,"1","1",0,1,0,1,1,2,2,2,2,2000,"1251","2"
"2",4,"1","2","2","2",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","1","2","2","2","3","2","1","2","1","2","1","1","2","1",4,5,1,2,3,"2",1,0,1,0,1,0,"1","4",1,0,0,1,1,2,3,2,4,2000,"1284","2"
"4",6,"2","2","3","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","2","2","2","1","2","2","2","2","2","3","2","2","2","2",1,5,4,2,3,"1",0,0,1,0,0,0,"1","1",1,0,0,0,0,4,4,3,4,2000,"1326","2"
"5",4,"1","1","2","1",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","1","2","2","3","2","3","3","1","2","2","2","3","2",5,4,2,3,1,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,1,3,1,5,2000,"1328","2"
"0",2,"2","1","1","1",3,"1",1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,"2","2","2","1","2","2","3","2","2","2","2","1","1","2","2","3","1",5,4,3,1,2,"2",1,1,1,1,1,1,"2","4",0,0,1,1,1,3,3,2,2,2000,"1349","3"
"6",6,"2","1","2","1",2,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,"2","2","1","2","2","2","2","3","3","3","3","2","3","2","1","2","2",1,5,3,2,4,"1",1,0,1,NA,1,0,"1","1",1,1,0,1,1,1,3,1,1,2000,"1393","2"
"2",4,"1","1","2","1",1,"1",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,"2","1","1","1","2","1","2","3","2","3","1","1","1","2","2","2","2",1,5,2,3,4,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,1,2,3,3,2000,"1400","2"
"2",4,"3","1","2","2",4,"1",0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,"2","2","2","2","1","2","3","2","2","3","2","1","1","2","2","2","2",3,5,1,2,4,"1",0,0,1,0,1,0,"1","1",0,0,0,1,1,3,5,1,3,2000,"1411","2"
"1",4,"1","1","2","2",2,"1",1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,"2","2","1","2","1","2","2","1","2","3","2","1","3","1","1","3","1",3,5,1,2,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,4,4,2,4,2000,"1416","2"
"2",4,"2","1","2","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","1","2","3","2","3","2","2","3","1","1","2","1",4,5,2,1,3,"1",1,1,1,1,1,1,"3",NA,1,0,0,1,1,4,4,4,5,2000,"1429","2"
"1",4,"3","1","1","1",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,"2","1","2","1","2","1","2","2","1","2","2","2","2","2","2","2","2",2,5,1,4,3,"1",1,0,1,1,1,1,"1","4",0,0,0,0,1,2,3,3,3,2000,"1486","2"
"5",5,"2","3","1","1",4,"1",1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,"2","2","1","2","2","2","1","2","3","2","2","2","3","3","3","3","2",1,5,4,3,2,"1",0,0,1,0,0,0,"1","1",0,0,1,1,0,1,1,1,1,2000,"1493","3"
"1",4,"1","2","2","2",5,"2",1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,"2","1","2","2","1","1","1","1","1","2","2","1","2","1","1","1","1",4,5,1,3,2,"2",1,0,1,1,1,1,"1","1",1,0,0,1,1,4,3,3,5,2000,"1503","3"
"0",4,"1","1","2","2",6,"1",1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,"2","1","3","1","1","2","2","1","2","3","3","1","3","2","1","2","2",4,5,1,3,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,3,2,5,2000,"1523","3"
"4",5,"2","1","1","2",5,"1",1,0,NA,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","3","3","2","1","3","1","1","3","3",5,4,1,2,3,"1",1,1,1,0,1,1,"1",NA,1,0,0,1,1,3,4,5,2,2000,"1539","3"
"1",3,"2","1","2","2",1,"1",0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,"2","2","2","2","2","1","2","2","2","2","3","2","3","2","2","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,0,1,1,4,2,1,2000,"1544","3"
"3",6,"1","1","1","1",1,"1",1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,"2","2","1","2","1","1","1","2","2","1","2","1","2","1","1","2","1",4,5,1,2,3,"1",0,0,1,0,1,0,"1","1",1,0,0,0,1,4,3,3,5,2000,"1550","3"
"6",6,"2","3","1","1",7,"2",1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,"3","1","2","1","2","2","2","2","3","3","3","2","3","1","1","3","1",1,5,4,3,2,"2",1,1,1,1,1,1,"2","1",1,0,0,1,1,5,3,3,5,2000,"1557","3"
"5",6,"1","1","2","2",6,"1",0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","2","1","1","1","1","2","3","2","2","3","2","1","2","1",4,5,1,2,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,4,4,5,2000,"1576","3"
"1",NA,"3","1","2","2",3,"1",1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,"2","1","1","2","2","2","2","1","3","1","3","2","2","3","2","3","3",4,5,3,1,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,4,4,1,5,2000,"1579","2"
"4",5,"2","1","1","2",3,"1",0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,"3","1","1","2","1","2","1","2","3","3","2","2","3","2","2","3","1",4,5,2,3,1,"1",0,0,0,0,0,0,"1","1",0,0,0,1,1,2,3,2,5,2000,"1582","2"
"6",6,"2","2","2","2",4,"1",1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,"2","1","2","2","2","1","1","2","1","1","2","1","3","1","1","1","1",4,5,1,3,2,"1",0,0,1,0,1,0,"1","1",1,0,0,1,1,2,2,2,4,2000,"1587","3"
"0",2,"1","1","1","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","1","3","2","2","1","1","3","2","3","2","1","2","2",5,4,1,2,3,"1",1,1,1,1,1,1,"1",NA,1,0,0,1,1,3,3,3,4,2000,"1631","3"
"5",5,"2","2","2","2",6,"1",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,"2","1","2","1","1","1","2","3","3","3","3","1","3","1","1","2","1",5,4,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,4,3,4,2000,"1640","4"
"6",6,"1","1","2","3",7,"1",0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,"2","1","2","1","2","2","2","3","3","2","3","1","2","2","1","2","2",3,5,1,2,4,"1",1,1,1,0,1,0,"2","2",1,1,1,1,1,5,5,4,5,2000,"1653","3"
"2",3,"1","1","1","1",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","2","3","2","1","2","3","2","2","1","2","3","1","3","2",4,5,3,1,2,"1",1,1,1,1,1,1,"1","3",1,0,0,1,1,4,NA,1,5,2000,"1659","2"
"5",4,"2","1","2","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","3","2","1","2","3","2","2","3","2","2","2","2","2","3",4,5,1,2,3,"3",1,1,1,1,1,1,"1","4",0,0,0,0,1,2,2,1,3,2000,"1677","3"
"1",4,"1","1","2","2",3,"2",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","1","2","3","2","2","2","2","2","3","1","1","2","2",3,5,4,1,2,"1",1,1,1,1,1,1,"1","2",1,0,0,0,1,5,3,3,3,2000,"1680","3"
"1",6,"3","1","2","3",7,"2",1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"2","2","2","2","2","3","2","1","2","2","3","2","3","1","2","3","2",3,5,1,2,4,"1",1,0,1,0,0,0,"1","1",0,0,0,0,1,3,3,1,5,2000,"1696","3"
"1",6,"2","1","1","2",4,"1",1,1,0,1,1,1,1,0,1,1,NA,0,1,1,1,0,0,"1","2","2","1","1","1","2","1","2","2","2","1","2","2","1","2","1",4,5,3,1,2,"1",1,0,1,0,0,0,"1","1",0,0,0,0,1,3,3,4,2,2000,"1700","2"
"3",1,"1","1","1","3",2,"1",0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,"2","2","1","2","3","2","3","2","3","3","3","2","3","3","1","3","3",5,1,3,2,4,"3",1,1,1,0,1,NA,"1","1",0,0,0,0,1,5,3,5,3,2000,"1708","3"
"0",4,"2","2","3","2",1,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,NA,"2","2","2","3","2","2","2","2","2","3","2","2","1","1","2","1",4,5,1,3,2,"1",0,0,NA,0,NA,0,"1","1",1,0,0,1,1,3,3,1,5,2000,"1715","3"
"0",5,"2","2","2","1",2,"1",1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","2","2","2","2","2","3","3","3","2","2","3","2",3,5,1,2,4,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,2,3,4,2000,"1757","3"
"4",6,"2","2","2","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","1","2","2","1","1","2","3","3","2","1","2","2","1","3","1",3,5,1,2,4,"1",1,0,0,0,1,0,"1","1",1,1,0,1,1,5,5,3,5,2000,"1763","3"
"1",4,"2","1","1","1",2,"2",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","3","2","2","2","3","1","3","1","1","2","1",5,4,2,3,1,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,2,2,3,2000,"1798","3"
"4",6,"1","1","1","2",7,"1",1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,"2","1","2","1","2","1","3","2","1","2","3","2","3","1","1","1","2",5,3,1,4,2,"1",1,1,1,0,1,0,"2",NA,1,0,0,1,1,3,1,3,5,2000,"1801","4"
"2",3,"2","2","1","2",2,"1",1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,"2","1","2","2","1","1","3","2","2","2","3","2","3","2","2","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"1","3",1,0,0,1,1,3,3,2,4,2000,"1809","3"
"5",4,"2",NA,NA,"2",4,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","1","2","3","2","3","3","3","2","3","2","2","3","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,5,2,3,2000,"1855","3"
"5",4,"2","2","3","1",5,"1",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"2","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","1",3,5,1,2,4,"1",1,1,1,1,1,1,"1","1",1,1,1,1,1,5,3,4,5,2000,"1862","2"
"7",4,"2",NA,"2","2",3,"1",1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,"2","3","3","3","1","1","2","2","1","1","1","1","2","1","1","1","1",3,5,1,4,2,"1",1,1,1,1,1,1,"1",NA,0,0,0,0,NA,1,3,2,4,2000,"1874","3"
"3",NA,"1","2","2","2",5,NA,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","1","1","2","2","2","3","2","2","2","1","1","2","2",5,3,1,2,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,4,3,3,2000,"1950","3"
"3",4,"2","1","2","2",5,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"3","3","2","1","1","1","1","1","1","1","1","2","2","2","1","1","1",2,5,3,1,4,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,2,3,2000,"1951","3"
NA,1,"2","1","2","1",3,NA,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","3","2","2","1","2","2","2","2","3","2","2","1","1","2","1",4,5,1,2,3,"2",1,1,1,1,1,1,"1","4",0,0,0,0,0,2,3,2,3,2000,"1958","3"
"0",2,"1","1","2","2",2,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,"2","2","1","2","2","2","1","3","1",NA,"3","1","3","2","1","2","1",4,5,3,2,1,"1",0,0,0,0,0,0,"1","1",0,0,0,0,1,2,2,2,3,2000,"1971","2"
"0",1,"1","1","2","1",1,"1",1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,"2","2","1","2","3","3","3","2","3","3","2","2","3","3","2","3","3",1,5,4,3,2,"1",1,0,1,0,NA,0,"1","1",0,0,0,0,1,3,3,1,1,2000,"1994","2"
"7",6,"2","3","1","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","1","1","1","1","2","2","3","3","3","1","2","1","1","2","1",3,5,1,2,4,"1",1,0,1,0,1,0,"1","2",1,0,0,1,1,4,5,4,5,2000,"2000","3"
"5",5,"1","2","1","2",5,"1",1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,NA,"3","2","1","1","1","1","1","3","3","3","2","2","1","1","3","2",3,5,4,1,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,4,3,3,4,2000,"2003","3"
"5",6,"2","1","2","2",5,"1",0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,"2","1","2","2","1","1","1","1","3","3","2","1","2","2","2","3","2",4,5,3,2,1,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,4,3,5,2000,"2005","3"
"6",2,NA,"1","2",NA,1,"1",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"2","2","1","2","2","1","1","2","1","1","2","1","2","2","2","2","1",1,5,3,4,2,"1",1,0,1,0,0,0,"1","1",0,0,0,0,1,1,1,1,1,2000,"2012","2"
"3",4,"3","1","2","1",4,"1",1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","2","3","2","3","2","2","2","2","2","2","2","2","3","3",5,4,1,3,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,2,3,2,2000,"2063","2"
"5",6,"2","1","2","2",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","2","1","1","2","3","2","2","1","3","1","1","1","1",4,5,1,2,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,3,5,2000,"2137","2"
"6",3,"2","1","1","2",1,"1",1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,"3","2","1","2","3","2","2","2","3","2","1","3","2","3","1","2","2",5,4,3,2,1,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,2,5,1,4,2000,"2140","3"
"0",2,"1","1","2","2",4,"1",1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,"2","2","3","2","1","2","3","2","3","2","3","1","3","3","1","2","1",1,5,4,2,3,"1",1,0,1,0,1,0,"1","1",NA,0,0,1,1,5,5,5,4,2000,"2144","2"
"3",NA,"1","1",NA,"2",6,"1",1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","2","2","3","1","2","2","2","2","2","2","2","2","2","2","2",3,5,1,4,2,"1",1,1,1,1,1,1,"1","4",0,0,0,0,1,5,1,1,3,2000,"2159","4"
"3",4,"2","1",NA,"2",1,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"2","2","1","2","1","3","3","2","2","1","2","3","1","1","2","3","2",3,5,2,4,1,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,1,2,1,5,2000,"2177","2"
"6",7,"1","1","1","1",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,"2","2","2","1","2","1","2","2","3","3","3","1","2","1","1","3","1",5,4,3,1,2,"2",0,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,5,2000,"2180","2"
"6",6,"2","3","1","2",7,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,"2","1","2","1","2","1","2","2","2","3","3","1","3","2","2","2","1",5,4,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,5,5,5,2000,"2182","3"
"3",5,"2","2","2","1",5,"2",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,"2","3","2","3","2","2","3","2","2","3","1","2","1","1","1","2","3",5,4,1,3,2,"2",1,1,1,1,1,1,"3","4",1,0,0,0,1,3,3,1,2,2000,"2183","3"
