"PARTYID","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","TAX","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","ID_","CLASS_"
"0",4,"1","2","1","1",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"2","1","1","1","3","2","2","2","2","2","1","1","3","2","2","3","2",2,5,1,4,3,"1",1,1,1,0,0,0,"1","1",1,0,0,1,1,3,3,2,3,2012,"588","3"
"2",3,"1","1","1","1",1,"1",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,"2","2","2","2","3","2","3","2","3","2","2","1","2","2","1","3","1",2,5,1,3,4,"3",1,1,1,1,1,1,"3","4",1,0,0,1,1,3,3,3,1,2012,"590","3"
"0",2,"2","1","1","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2",5,4,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,4,3,3,2012,"601","3"
"5",5,"2","3","1","2",6,"2",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,"2","2","1","2","3","2","2","3","3","2","3","2","3","2","2","2","2",4,5,1,3,2,"1",0,0,NA,0,0,0,"1","3",1,0,0,1,1,4,4,3,5,2012,"636","2"
"1",3,"1","1","1","1",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"2","2","3","2","3","2","3","1","2","2","3","2","2","1","1","3","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,1,1,1,5,2012,"639","2"
"6",5,"1","1","3","3",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","2","2","3","2","3","3","3","3","2","2","1","2","2","3","3",5,4,1,2,3,"1",NA,0,1,0,1,0,"2","4",1,0,0,1,1,2,3,4,5,2012,"641","2"
"0",3,"2","1","1","2",1,"2",1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,"2","2","1","1","2","1","2","1","2","2","2","1","3","1","1","1","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,1,1,1,5,2012,"649","3"
"2",2,"2",NA,"2","2",3,"1",1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","1","3","2","2","2","3","2","3","1","2","2","1","3","1",3,4,5,1,2,"2",1,1,1,1,1,1,"1","4",NA,0,1,0,0,2,2,2,3,2012,"671","3"
"3",4,"2","2","1","2",2,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,NA,"1","2","1","2","1","2","2","1","2","2","2","3","1","1","2","1",4,5,2,1,3,"1",1,1,1,1,1,1,"1","4",0,0,0,0,0,NA,3,1,NA,2012,"672","3"
"2",3,"1","1","2","1",4,"2",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,"2","3","2","2","3","2","1","2","3","2","3","2","2","2","3","3","2",3,5,1,2,4,"3",0,0,0,0,0,0,"1","1",1,0,1,1,1,3,4,2,NA,2012,"682","2"
"0",2,"1","2","1","1",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"1","1","2","1","2","2","3","2","2","2","2","2","2","2","2","3","2",4,5,1,3,2,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,2,2,2,4,2012,"692","3"
"6",6,"1","1","1","1",7,"2",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","1","2","1","3","3",NA,"3","3","3","3","3","2","3","1","3","1",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,4,4,3,2012,"696","3"
"6",6,"1","1","1","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,NA,"2","2","1","2","1","2","2","3","2","2","1","3","1","2","3","2",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,4,3,4,2012,"706","2"
"1",2,"2","2","2","1",2,"2",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","3","2","1","2","2","2","2","1","2","2","1","2","1",4,5,2,3,1,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,3,2,3,2012,"707","2"
"0",3,"2","2","2","2",4,"2",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,"2","1","2","1","2","2","2","2","3","3","3","1","2","2","1","3","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",0,0,0,1,1,3,3,2,3,2012,"713","2"
"2",4,"1","1","2","2",1,"1",1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,"2","2","1","2","2","2","2","2","2","2","3","1","3","2","1","3","2",5,4,1,2,3,"3",1,0,1,0,1,0,"1","3",1,0,0,1,1,2,2,3,3,2012,"739","2"
"2",4,"2","2","1","2",3,"2",1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"3","2","2","1","3","2","3","1","2","3","3","2","3","1","1","3","1",3,4,5,2,1,"1",1,1,1,1,1,0,"1","3",1,1,1,1,1,3,3,4,4,2012,"742","3"
"3",4,"2","1","1","2",4,"1",1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,"2","2","1","1","3","3","3","3","3","3","3","3","3","3","2","3","2",4,5,1,3,2,"1",1,0,1,0,1,0,"1","1",0,0,0,1,1,3,5,4,4,2012,"752","3"
"2",2,"1","1","2","2",4,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","3","3","3","2","3","1","3","3","3","2","2","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"3","4",1,0,0,1,1,3,1,3,5,2012,"768","2"
"1",4,"2","1","3","1",4,"1",1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,"2","1","1","2","2","1","1","1","2","1","1","1","2","1","2","3","1",5,4,1,3,2,"1",0,0,0,0,0,0,"1","1",0,0,0,0,0,5,5,5,5,2012,"776","2"
"5",5,"2","1","1","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","2","2","2","2","2","2","2","2","3","2","2","2","2",1,5,4,3,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,4,4,4,4,2012,"777","2"
"6",6,"1","1","1","1",6,"1",1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,"2","2","2","1","2","2","2","2","3","2","3","1","2","1","2","3","1",5,4,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,5,4,5,2012,"780","3"
"4",4,"2","1","1","2",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","2","2","3","2","2","2","2",NA,"3","2","3","1","2","3","1",4,5,3,1,2,"2",1,1,1,1,1,1,"2","4",1,0,0,NA,1,3,3,3,3,2012,"784","3"
"4",4,"1","2","2","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","2","1","2","2","2","3","2","1","2","1","1","2","1",4,5,3,2,1,"1",1,1,1,0,1,0,"2","3",1,0,0,1,1,4,5,3,5,2012,"785","3"
"4",6,"2","2","3","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","2","2","2","2","3","3","3","1","3","2","1","3","1",4,5,1,2,3,"1",1,0,1,0,1,0,"2","1",1,1,0,1,1,4,4,4,5,2012,"789","2"
"6",6,"2","2","1","1",7,"1",1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,"2","2","2","1","1","1","1","2","3","3","2","1","2","1","1","3","1",3,5,2,4,1,"2",0,0,1,0,0,0,"1","1",0,0,0,1,1,4,5,4,5,2012,"806","3"
"2",4,"2","1","1","2",1,"2",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,"3","2","2","1","2","1","2","1","2","2","1","1","2","1","1","3","1",5,4,1,3,2,"1",1,0,1,0,1,0,"2","1",1,0,0,1,1,3,3,NA,5,2012,"832","3"
"1",4,"2","1","2","2",1,"1",0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,"2","1","1","2","2","2","2","2","1","2","3","1","3","2","2","3","1",4,5,1,2,3,"3",0,0,1,0,0,0,"1","4",1,0,0,1,1,1,1,1,5,2012,"844","2"
"6",6,"1","1","3","2",7,"1",1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,"2","2","1","2","2","1","1","2","3","2","3","3","3","2","2","3","1",2,5,4,3,1,"1",0,0,1,0,0,0,"1","1",1,0,1,1,1,5,5,5,5,2012,"846","3"
"3",4,"3","3","1","2",4,"3",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,"3","2","2","2","3","3","3","3","3","3","3","2","3","3","2","3","1",3,5,1,4,2,"1",1,1,1,1,1,1,"1","4",1,1,1,0,0,3,4,3,3,2012,"874","3"
"2",4,"3","1","2","2",3,"2",1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","1","2","3","2","2","3","3","1","2","2","3","2","2",4,5,3,1,2,"1",0,0,0,0,1,0,"1","1",1,0,0,0,1,3,5,3,5,2012,"883","2"
"5",6,"1","2","2","2",7,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,"2","2","2","2","2","2","3","2","2","2","3","1","2","2","1","2","1",4,5,3,2,1,"1",0,0,1,0,1,0,"1","4",1,0,0,1,1,5,5,5,5,2012,"894","3"
"0",3,"1","2","1","1",2,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,"1","1","2","1","2","2","2","2","1","2","1","1","2","1","1","2","2",4,3,2,1,5,"2",1,1,1,1,1,1,"2","4",1,0,0,1,1,3,2,2,4,2012,"895","3"
"5",5,"2","2",NA,"3",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","1","2","2","2","2","3","2","2","1","2","2","1",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,4,4,4,2012,"942","3"
NA,4,"2","2","2","2",7,"2",1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,"2","1","1","2","1","1","1","1","2","3","3","1","3","2","1","2","1",4,5,1,2,3,"1",1,0,1,0,1,1,"1","4",1,1,0,1,1,3,5,5,3,2012,"956","3"
"6",6,"1","2","2","2",7,"2",1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,"3","1","2","1","2","1","1","2","3","2","3","1","2","1","2","2","1",4,5,1,2,3,"1",0,0,1,0,1,0,"1","1",1,0,0,1,1,4,5,5,5,2012,"958","3"
"6",6,"2","1","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,NA,"3","1","2","1","3","2","3","2","2","3","2","1","2","2","2","3","2",5,4,1,2,3,"1",1,1,1,1,1,1,"1","4",1,1,1,1,1,3,4,4,4,2012,"962","3"
"7",6,"2","3","3","3",7,"1",1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,"2","1","2","1","2","1","1","2","3","3","3","1","2","1","1","2","1",4,5,1,2,3,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,5,5,4,5,2012,"964","3"
"0",2,"3","1","2","2",1,"1",1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,"2","1","2","1","2","2","1","2","2","2","3","1","3","2","1","2","1",2,5,4,1,3,"1",0,0,1,0,1,0,"1","1",0,0,0,0,0,2,2,1,1,2012,"967","2"
"0",1,"2","2","1","1",1,"2",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"3","1","2","1","2","2","3","1","1","1","2","1","2","1","1","2","1",4,5,1,2,3,"1",1,1,1,1,1,1,"2","4",1,1,NA,1,1,2,2,1,2,2012,"969","3"
"6",6,"2","1","2",NA,7,"1",1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,NA,"2","2","1","3","2","1","3","3","2","3","1","3","3","2","3","1",4,5,3,1,2,"3",1,0,0,0,1,0,"1","1",1,0,0,1,1,5,5,5,5,2012,"978","2"
"6",7,"2","1","2","2",6,"1",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","2","2","1","2","2","2","3","2","2","3","1","2","2","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,5,5,2012,"984","3"
"1",3,"1","1","1","2",4,"2",1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,"2","1","2","2","1","2","2","1","2","2","2","2","2","2","2","2","1",2,5,4,1,3,"1",1,0,1,0,1,0,"1","1",0,1,1,0,1,5,3,5,3,2012,"986","3"
"5",4,"1","2",NA,"1",7,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,"2","2","1","2","2","3","3","3","3","3","3","3","3","1","2","2","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,5,5,2012,"996","2"
"5",4,"2","2","1","1",5,"2",1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,"2","2","1","2","2","2","2","1","2","2","3","1","3","1","2","2","1",5,4,1,2,3,"1",1,0,1,0,1,0,"1","2",1,0,0,1,1,3,2,3,4,2012,"998","3"
"3",1,"2","1","2","1",1,"1",1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,"2","2","2","2","2","2","2","2","3","3","3","2","3","3","2","3","2",5,4,2,3,1,"1",1,1,1,1,1,1,"2","2",1,0,0,1,1,1,3,1,3,2012,"1025","2"
"3",5,"1","1","2","2",4,"1",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,"3","3","1","1","3","2","3","1","3","3","2","2","3","1","1","3","3",4,5,1,2,3,"2",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,3,2,5,2012,"1036","3"
"6",2,"1","1","2","2",6,"1",1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,"2","1","1","2","2","2","1","2","2","1","2","1","2","3","2","2","1",2,5,1,3,4,"1",1,1,1,0,1,0,"1","1",1,0,0,1,1,5,5,5,3,2012,"1045","3"
"5",3,"2","1","2","1",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","2","2","3","2","3","2","2","2","3","2","2","2","3","2",3,5,4,1,2,"3",1,0,1,0,1,1,"1","1",0,0,0,0,1,2,3,2,2,2012,"1051","3"
"1",5,"1","1","1","2",1,"1",1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,"2","2","1","2","1","2","1","2","2","1","2","2","2","1","1","3","1",3,5,2,1,4,"1",1,1,1,0,1,1,"1","3",1,1,0,1,1,3,2,3,5,2012,"1058","3"
"5",5,"1","1","2","1",6,"1",1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","2","2","2","2","1","2","2","2","3","1","2","1","1","2","1",2,5,3,1,4,"1",0,0,1,0,1,0,"1","4",0,0,0,0,1,4,4,2,5,2012,"1078","3"
"6",6,"2","2","3","2",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","1","2","1","2","2","2","2","3","3","3","2","3","2","2","3","1",3,5,1,2,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,4,5,2012,"1080","3"
"4",5,"1","1","3","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","1","2","2","1","2","1","2","2","3","2","2","2","2","3","2",2,5,4,1,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,5,5,2012,"1082","3"
"6",6,"1","1","2","1",7,"1",0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,"2","1","2","2","1","1","1","2","3","1","3","1","3","2","2","3","1",4,5,3,1,2,"1",0,0,0,0,0,0,"1","1",1,1,0,1,1,4,5,4,5,2012,"1113","2"
"6",5,"1","1","2","2",5,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,"2","2","1","2","2","2","2","1","2","2","3","1","3","2","2","2","1",4,5,1,2,3,"1",1,0,1,0,1,0,"1","4",0,0,0,1,1,4,4,2,5,2012,"1119","3"
"6",7,"2","2","3","2",1,"1",0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,"2","2","1","2","3","3","3","2","2","3","3","2","1","3","3","3","1",4,5,3,2,1,"1",0,1,1,0,1,1,"1","2",0,1,1,1,1,1,NA,1,3,2012,"1122","3"
"6",7,"2","2","3","2",7,"2",0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,"2","2","1","2","2","2","2","3","3","3","3","2","3","3","1","3","1",4,5,1,3,2,"2",1,0,1,0,1,0,"1","4",1,0,0,1,1,3,5,5,5,2012,"1130","2"
"0",1,"2","1","2","2",5,"2",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","2","1","2","3","3","3","3","3","3","3","3","3","3","2","3","2",1,5,3,2,4,"1",0,0,0,0,0,0,"1","1",0,0,0,0,0,5,5,5,5,2012,"1132","2"
"1",5,"2","2","1","2",5,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","2","2","2","1","2","2","2","1","1","3","1","2","3","1",2,5,4,3,1,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,3,4,4,2012,"1138","3"
"0",4,"2","1","2","1",2,"2",0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,"3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",3,5,2,1,4,"1",0,0,0,0,0,0,"1","1",0,0,0,1,1,3,4,3,3,2012,"1140","2"
"5",4,"1","1","2","3",1,"1",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,"2","2","1","2","2","2","2","2","2","2","2","1","2","1","1","2","1",2,5,3,4,1,"1",1,0,1,0,1,1,"1","1",1,0,0,1,1,1,2,2,1,2012,"1156","1"
"1",4,"1","2","1","2",2,"2",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"2","2","2","1","3","2","2","2","3","3","3","1","2","2","2","3","2",5,2,1,3,4,"3",1,1,1,1,1,1,"2","1",1,1,NA,1,1,3,3,2,5,2012,"1169","3"
"6",4,"1","2","2","2",5,"2",1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,"2","2","2","2","2","1","2","2","2","3","3","2","3","2","2","2","2",4,5,3,1,2,"1",0,0,1,0,0,0,"1","1",1,1,0,1,1,4,4,2,2,2012,"1173","2"
"4",7,"2","2","2","2",7,"1",1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,"2","1","2","1","2","2","2","3","3","3","3","1","3","1","2","3","1",4,5,3,1,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,5,5,5,NA,2012,"1185","3"
"5",4,"2","2","2","1",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","2","1","2","2","1","2","1","2","3","3","1","2","1","2","3","2",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,NA,1,3,5,2,4,2012,"1209","3"
"0",2,"1","2","2","2",1,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","3","2","2","2","1","2","2","2","3","1","2","3","1",4,5,1,2,3,"1",1,1,1,1,1,1,NA,"4",1,0,0,0,1,4,3,2,3,2012,"1222","3"
"3",4,"2","1","1","2",1,"1",1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,"3","1","1","1","2","2","3","2","2","2","2","2","2","2","2","3","1",4,5,2,1,3,"2",1,0,1,0,1,1,"1","3",1,0,0,1,1,3,3,4,4,2012,"1227","2"
"6",6,"1","1","1","2",6,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"2","2","1","2","3","2","2","2","3","3","3","2","3","2","2","3","1",2,5,1,3,4,"1",1,0,1,1,1,0,"2","1",1,0,0,1,1,3,5,3,5,2012,"1228","3"
"7",5,"2","3","1","2",4,"2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"2","2","2","2","3","2","2","2","1","2","1","2","1","1","1","2","1",5,4,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,0,1,2,3,2,5,2012,"1239","3"
"6",3,"2","1","2","2",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","2","3","2","3","2","2","2","3","1","2","2","1","2","1",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,0,1,3,4,2,5,2012,"1249","1"
"0",3,"1","2","2","3",4,"1",1,1,0,1,0,1,1,NA,0,1,1,0,1,1,0,1,0,"3","1","2","1","2","2","1","2","2","2","2",NA,"2","1","1","3","1",5,4,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,2,1,4,2012,"1274","3"
"1",4,"2","2","1","2",7,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,NA,"1","2","1","2","2","2","2","2","2","2","2","2","2","2","3","2",1,5,2,3,4,"2",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,3,1,5,2012,"1275","3"
"0",1,"1","1","1","2",1,"2",1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,"3","2","1","2","2","2","1","1","3","3","3","1","3","2","2","3","1",3,5,1,2,4,"3",1,1,1,1,1,1,"1","1",1,0,1,1,1,5,5,3,3,2012,"1279","3"
"5",6,"2","2","2","2",7,"2",1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,"3","1","2","1","2","1","2","2","3","3","3","1","3","1","2","2","1",1,5,2,4,3,"2",0,0,1,0,1,0,"1","1",1,0,0,1,1,5,5,3,5,2012,"1281","3"
"0",6,"1","1","2","3",1,"1",1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,"2","1","2","1","1","2","1","2","2","3","1","1","3","2","1","2","1",1,5,2,4,3,"1",0,0,1,0,0,0,"1","1",1,0,1,0,1,1,1,1,3,2012,"1296","2"
"4",4,"2","2","2","2",6,"2",1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","1","2","1","2","1","2","2","2","3","2","1","2","1","1","2","1",4,5,1,2,3,"1",1,NA,1,0,1,0,"1","3",1,0,0,1,1,4,3,4,4,2012,"1300","3"
"2",6,"1","1","1","2",1,"2",1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,"2","2","1","2","3","2","2","2","2","2","2","2","3","2","2","2","1",4,5,3,1,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,3,2012,"1303","2"
"0",4,"1","2","1","2",1,"2",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"1","2","3","3","2","2","2","1","1","1","3","2","2","3","1","3","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,1,2,3,2012,"1307","2"
"5",6,"1","2","2","1",7,"2",1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","2","1","1","2","2","3","3","2","3","2","1","3","1",3,5,2,1,4,"2",1,0,1,0,0,0,"1","1",1,0,0,1,1,5,5,3,5,2012,"1332","3"
"7",6,"3","2","1","1",7,"2",1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,"1","2","1","2","3","3","2","2","3","1","3","2","3","3","2","3","2",4,5,1,3,2,"1",1,0,1,0,0,0,"4","4",1,0,0,0,1,1,1,1,5,2012,"1341","1"
"5",6,"2","2","2","1",6,"2",0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,"2","1","2","1","1","1","1","1","1","2","1","1","2","1","1","1","1",2,5,3,4,1,"1",0,0,0,0,0,0,"1","1",1,1,0,1,1,3,3,4,2,2012,"1343","2"
"1",3,"2","1","1","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","2","2","2","2","1","2","3","1","2","1","1","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,4,3,4,2012,"1352","3"
"4",6,"2","2","2","2",5,"2",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,"3","1","2","1","2","2","1","3","3","2","3","1","3","2","2","3","1",4,5,3,1,2,"1",0,0,1,0,0,0,"1","4",1,0,0,1,1,3,5,3,3,2012,"1355","3"
"1",4,"2","2","2","2",1,"2",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,"2","2","2","2","3","2","2","1","2","2","3","2","3","2","2","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,3,5,2012,"1372","2"
"1",4,"1","1","2","2",2,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","2","2","3","1","3","2","2","1","2","1","1","2","2",5,4,1,2,3,"1",1,0,1,0,1,1,"1","4",1,NA,0,1,1,3,2,2,2,2012,"1385","2"
"5",5,"2","2","1","2",5,"1",1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,"2","1","2","1","2","2","2","2","3","2","2","2","2","1","1","2","1",4,5,1,3,2,"1",1,0,1,0,0,1,"1","1",1,0,0,1,1,3,3,2,4,2012,"1387","3"
"4",5,"2","1","3","2",3,"1",0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,"2","2","1","1","3","2","2","3","3","3","3","2","2","3","2","3","3",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,5,3,3,2012,"1415","3"
"7",5,"1","3","3","3",7,"1",1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","3","2","2","3","3","3","3","1","3","2","2","3","1",3,5,4,1,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,5,5,5,5,2012,"1417","3"
"6",3,"3","1","1","1",7,"1",1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,"2","2","1","2","3","3","2","3","3","2","3","1","3","2","1","3","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",0,0,0,1,1,5,5,4,5,2012,"1421","2"
"4",3,"1","1","1","1",5,"1",1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2",5,4,1,3,2,"1",1,0,1,0,1,0,NA,NA,1,0,0,1,1,4,3,3,3,2012,"1434","2"
"6",6,"2","2","3","2",7,"1",0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,"2","2","2","1","1","2","1","3","3","3","3","2","3","3","2","3","1",3,4,2,1,5,"1",1,0,1,0,1,1,"1","2",1,1,0,1,1,5,5,5,5,2012,"1449","3"
"2",2,"1","1","1","2",1,"2",1,0,0,1,0,1,1,NA,1,1,0,0,1,1,0,1,1,"2","3","3","2","3","2","3","2","2","2","3","1","3","2","1","3","1",4,5,1,3,2,"1",1,1,1,1,1,1,"1","4",1,0,0,0,1,3,2,3,3,2012,"1450","3"
